Stage,LoveReq,SubReq,VarReq,Interaction,Result,NextStage,LoveMod,SubMod,Function
87,0,0,,(Get out.)|(1 minute),You carefully get out of the hole.,85,0,0,AllowLeave()
87,0,0,!PenInHole,(Leave a pen.),You leave a pen in the dark hole.,87,0,0,LeavePenInHole()
87,0,0,PenInHole,(Take the pen.),You fetch your pen from the dark hole.,87,0,0,TakePenInHole()
88,0,0,,(Struggle to go deeper.),You struggle to go deeper in the hole|but cannot manage to squeeze yourself in.,88,0,0,TwoMinutes()
88,0,0,,(Struggle to go back.),"You struggle to go back but|cannot do it, you're stuck.",88,0,0,StruggleBack()
88,0,0,,(Kick the shelves.),You kick wildly and clumsily on the|shelves but it doesn't help much.,88,0,0,TwoMinutes()
88,0,0,,(Wait patiently.),You wait for a few minutes|but nobody comes to rescue you.,88,0,0,TwoMinutes()
88,0,0,,HELP!!!,You scream for help but|nobody comes to rescue you.,88,0,0,TwoMinutes()
88,0,0,!PenInHole,(Leave a pen.),You leave a pen in the dark hole.,88,0,0,LeavePenInHole()
88,0,0,PenInHole,(Take the pen.),You fetch your pen from the dark hole.,88,0,0,TakePenInHole()
90,0,0,CanClimb,(Climb.)|(1 minute.),You climb on the structure like a|monkey but you don't find anything.,90,0,0,Climb()
90,0,0,!CanClimb,(Climb.)|(1 minute.),You try to climb the structure|but cannot make it and give up.,90,0,0,
100,0,0,!Common_PlayerRestrained,(Search.)|(1 minute),There are lots of controversial books|but nothing really interesting is left.,100,0,0,SearchO()
101,0,0,,(Read the summary.)|(1 minute),It seems to be the story of a woman|that discovers her submissive side.,101,0,0,
101,0,0,,(Open it.),"While flipping through the pages,|you find an invitation card.",102,0,0,
102,0,0,,(Read the invitation.)|(1 minute),"It's an invitation card for a local place|in town called: ""The Bondage Club"".",103,0,0,
103,0,0,,(Take it.),You take both the book and the|invitation.  Maybe it will be useful.,100,0,0,TakeInvitation()
105,0,0,!Common_PlayerRestrained,(Search.)|(1 minute),You search in the wooden cabinet but|you don't find anything interesting.,105,0,0,SearchCabinet()
106,0,0,!Common_PlayerRestrained,(Search.)|(1 minute),You search in the room but|you don't find anything interesting.,106,0,0,
106,0,0,,(Check the table.),The wooden table is huge.  There are metallic|rings bolted on it but nothing is attached to them.,106,0,0,
106,0,0,,(Check the chairs.),"The chairs look comfy.  The one in the|back is massive, there's an ""S"" carved on it.",106,0,0,
106,0,0,,(Check the painting.),It's the painting of a stern old man|which seems to be the school founder.,106,0,0,
